resource_id,title,description,domain,resource_type,difficulty,duration_minutes,url,tags,created_at
724,Circle of Friends (1995),Educational resource: Circle of Friends (1995),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Circle%20of%20Friends%20(1995),Drama|Romance,1995-01-01T00:00:00
725,Exit to Eden (1994),Educational resource: Exit to Eden (1994),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Exit%20to%20Eden%20(1994),Comedy,1994-01-01T00:00:00
726,Fluke (1995),Educational resource: Fluke (1995),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Fluke%20(1995),Children's|Drama,1995-01-01T00:00:00
727,Immortal Beloved (1994),Educational resource: Immortal Beloved (1994),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Immortal%20Beloved%20(1994),Drama|Romance,1994-01-01T00:00:00
728,Junior (1994),Educational resource: Junior (1994),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Junior%20(1994),Comedy|Sci-Fi,1994-01-01T00:00:00
729,Nell (1994),Educational resource: Nell (1994),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Nell%20(1994),Drama,1994-01-01T00:00:00
730,"Queen Margot (Reine Margot, La) (1994)","Educational resource: Queen Margot (Reine Margot, La) (1994)",Literature,Video,Intermediate,120,"http://us.imdb.com/Title?Reine+Margot,+La+(1994)",Drama|Romance,1996-01-01T00:00:00
731,"Corrina, Corrina (1994)","Educational resource: Corrina, Corrina (1994)",Literature,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Corrina,%20Corrina%20(1994)",Comedy|Drama|Romance,1994-01-01T00:00:00
732,Dave (1993),Educational resource: Dave (1993),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Dave%20(1993),Comedy|Romance,1993-01-01T00:00:00
733,Go Fish (1994),Educational resource: Go Fish (1994),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Go%20Fish%20(1994),Drama|Romance,1994-01-01T00:00:00
734,Made in America (1993),Educational resource: Made in America (1993),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Made%20in%20America%20(1993),Comedy,1993-01-01T00:00:00
735,Philadelphia (1993),Educational resource: Philadelphia (1993),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Philadelphia%20(1993),Drama,1993-01-01T00:00:00
736,Shadowlands (1993),Educational resource: Shadowlands (1993),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Shadowlands%20(1993),Drama|Romance,1993-01-01T00:00:00
737,Sirens (1994),Educational resource: Sirens (1994),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Sirens%20(1994),Comedy|Drama,1994-01-01T00:00:00
738,Threesome (1994),Educational resource: Threesome (1994),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Threesome%20(1994),Comedy|Romance,1994-01-01T00:00:00
739,Pretty Woman (1990),Educational resource: Pretty Woman (1990),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Pretty%20Woman%20(1990),Comedy|Romance,1990-01-01T00:00:00
740,Jane Eyre (1996),Educational resource: Jane Eyre (1996),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Jane%20Eyre%20(1996),Drama|Romance,1996-01-01T00:00:00
741,"Last Supper, The (1995)","Educational resource: Last Supper, The (1995)",Literature,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Last%20Supper,%20The%20(1995)",Drama|Thriller,1996-01-01T00:00:00
742,Ransom (1996),Educational resource: Ransom (1996),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Ransom%20(1996),Drama|Thriller,1996-01-01T00:00:00
743,"Crow: City of Angels, The (1996)","Educational resource: Crow: City of Angels, The (1996)",General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Crow%3A%20City%20of%20Angels%2C%20The%20%281996%29,Action|Thriller,1996-01-01T00:00:00
744,Michael Collins (1996),Educational resource: Michael Collins (1996),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Michael%20Collins%20(1996),Drama|War,1996-01-01T00:00:00
745,"Ruling Class, The (1972)","Educational resource: Ruling Class, The (1972)",Literature,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Ruling%20Class,%20The%20(1972)",Comedy,1972-01-01T00:00:00
746,Real Genius (1985),Educational resource: Real Genius (1985),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Real%20Genius%20(1985),Comedy,1985-01-01T00:00:00
747,Benny & Joon (1993),Educational resource: Benny & Joon (1993),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Benny%20&%20Joon%20(1993),Comedy|Romance,1993-01-01T00:00:00
748,"Saint, The (1997)","Educational resource: Saint, The (1997)",General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Saint%2C%20The%20(1997),Action|Romance|Thriller,1997-01-01T00:00:00
749,"MatchMaker, The (1997)","Educational resource: MatchMaker, The (1997)",Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Matchmaker%2C+The+(1997),Comedy|Romance,1997-01-01T00:00:00
750,Amistad (1997),Educational resource: Amistad (1997),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?imdb-title-118607,Drama,1997-01-01T00:00:00
751,Tomorrow Never Dies (1997),Educational resource: Tomorrow Never Dies (1997),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?imdb-title-120347,Action|Romance|Thriller,1997-01-01T00:00:00
752,"Replacement Killers, The (1998)","Educational resource: Replacement Killers, The (1998)",General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Replacement+Killers%2C+The+(1998),Action|Thriller,1998-01-01T00:00:00
753,Burnt By the Sun (1994),Educational resource: Burnt By the Sun (1994),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Utomlyonnye%20Solntsem%20(1994),Drama,1994-01-01T00:00:00
754,Red Corner (1997),Educational resource: Red Corner (1997),History,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Red+Corner+(1997),Crime|Thriller,1997-01-01T00:00:00
755,Jumanji (1995),Educational resource: Jumanji (1995),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Jumanji%20(1995),Action|Adventure|Children's|Fantasy|Sci-Fi,1995-01-01T00:00:00
756,Father of the Bride Part II (1995),Educational resource: Father of the Bride Part II (1995),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Father%20of%20the%20Bride%20Part%20II%20(1995),Comedy,1995-01-01T00:00:00
757,Across the Sea of Time (1995),Educational resource: Across the Sea of Time (1995),History,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Across%20The%20Sea%20of%20Time%20(1995),Documentary,1995-01-01T00:00:00
758,Lawnmower Man 2: Beyond Cyberspace (1996),Educational resource: Lawnmower Man 2: Beyond Cyberspace (1996),Physics,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Lawnmower%20Man%202:%20Beyond%20Cyberspace%20(1996),Sci-Fi|Thriller,1996-01-01T00:00:00
759,Fair Game (1995),Educational resource: Fair Game (1995),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Fair%20Game%20(1995),Action,1995-01-01T00:00:00
760,Screamers (1995),Educational resource: Screamers (1995),Physics,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Screamers%20(1995),Sci-Fi,1995-01-01T00:00:00
761,Nick of Time (1995),Educational resource: Nick of Time (1995),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Nick%20of%20Time%20(1995),Action|Thriller,1995-01-01T00:00:00
762,Beautiful Girls (1996),Educational resource: Beautiful Girls (1996),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Beautiful%20Girls%20(1996),Drama,1996-01-01T00:00:00
763,Happy Gilmore (1996),Educational resource: Happy Gilmore (1996),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Happy%20Gilmore%20(1996),Comedy,1996-01-01T00:00:00
764,If Lucy Fell (1996),Educational resource: If Lucy Fell (1996),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?If%20Lucy%20Fell%20(1996),Comedy|Romance,1996-01-01T00:00:00
765,Boomerang (1992),Educational resource: Boomerang (1992),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Boomerang%20(1992),Comedy|Romance,1992-01-01T00:00:00
766,Man of the Year (1995),Educational resource: Man of the Year (1995),History,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Man%20of%20the%20Year%20(1995),Documentary,1996-01-01T00:00:00
767,"Addiction, The (1995)","Educational resource: Addiction, The (1995)",Literature,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Addiction,%20The%20(1995)",Horror,1995-01-01T00:00:00
768,Casper (1995),Educational resource: Casper (1995),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Casper%20(1995),Adventure|Children's,1995-01-01T00:00:00
769,Congo (1995),Educational resource: Congo (1995),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Congo%20(1995),Action|Adventure|Mystery|Sci-Fi,1995-01-01T00:00:00
770,Devil in a Blue Dress (1995),Educational resource: Devil in a Blue Dress (1995),History,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Devil%20in%20a%20Blue%20Dress%20(1995),Crime|Film-Noir|Mystery|Thriller,1995-01-01T00:00:00
771,Johnny Mnemonic (1995),Educational resource: Johnny Mnemonic (1995),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Johnny%20Mnemonic%20(1995),Action|Sci-Fi|Thriller,1995-01-01T00:00:00
772,Kids (1995),Educational resource: Kids (1995),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Kids%20(1995),Drama,1995-01-01T00:00:00
773,Mute Witness (1994),Educational resource: Mute Witness (1994),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Mute%20Witness%20(1994),Thriller,1994-01-01T00:00:00
774,"Prophecy, The (1995)","Educational resource: Prophecy, The (1995)",Literature,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Prophecy,%20The%20(1995)",Horror,1995-01-01T00:00:00
775,Something to Talk About (1995),Educational resource: Something to Talk About (1995),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Something%20to%20Talk%20About%20(1995),Comedy|Drama|Romance,1995-01-01T00:00:00
776,Three Wishes (1995),Educational resource: Three Wishes (1995),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Three%20Wishes%20(1995),Drama,1995-01-01T00:00:00
777,Castle Freak (1995),Educational resource: Castle Freak (1995),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Castle%20Freak%20(1995),Horror,1995-01-01T00:00:00
778,Don Juan DeMarco (1995),Educational resource: Don Juan DeMarco (1995),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Don%20Juan%20DeMarco%20and%20the%20Centerfold%20(1995),Comedy|Drama|Romance,1995-01-01T00:00:00
779,Drop Zone (1994),Educational resource: Drop Zone (1994),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Drop%20Zone%20(1994),Action,1994-01-01T00:00:00
780,Dumb & Dumber (1994),Educational resource: Dumb & Dumber (1994),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Dumb%20&%20Dumber%20(1994),Comedy,1994-01-01T00:00:00
781,French Kiss (1995),Educational resource: French Kiss (1995),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?French%20Kiss%20(1995),Comedy|Romance,1995-01-01T00:00:00
782,Little Odessa (1994),Educational resource: Little Odessa (1994),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Little%20Odessa%20(1994),Drama,1994-01-01T00:00:00
783,Milk Money (1994),Educational resource: Milk Money (1994),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Milk%20Money%20(1994),Comedy|Romance,1994-01-01T00:00:00
784,Beyond Bedlam (1993),Educational resource: Beyond Bedlam (1993),Literature,Video,Intermediate,120,http://us.imdb.com/Title?Beyond+Bedlam+(1993),Drama|Horror,1993-01-01T00:00:00
785,Only You (1994),Educational resource: Only You (1994),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Only%20You%20(1994),Comedy|Romance,1994-01-01T00:00:00
786,"Perez Family, The (1995)","Educational resource: Perez Family, The (1995)",Literature,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Perez%20Family,%20The%20(1995)",Comedy|Romance,1995-01-01T00:00:00
787,Roommates (1995),Educational resource: Roommates (1995),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Roommates%20(1995),Comedy|Drama,1995-01-01T00:00:00
788,Relative Fear (1994),Educational resource: Relative Fear (1994),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Relative%20Fear%20(1994),Horror|Thriller,1994-01-01T00:00:00
789,Swimming with Sharks (1995),Educational resource: Swimming with Sharks (1995),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Swimming%20with%20Sharks%20(1995),Comedy|Drama,1995-01-01T00:00:00
790,Tommy Boy (1995),Educational resource: Tommy Boy (1995),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Tommy%20Boy%20(1995),Comedy,1995-01-01T00:00:00
791,"Baby-Sitters Club, The (1995)","Educational resource: Baby-Sitters Club, The (1995)",General,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Baby-Sitters%20Club,%20The%20(1995)",Children's,1995-01-01T00:00:00
792,Bullets Over Broadway (1994),Educational resource: Bullets Over Broadway (1994),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Bullets%20Over%20Broadway%20(1994),Comedy,1994-01-01T00:00:00
793,Crooklyn (1994),Educational resource: Crooklyn (1994),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Crooklyn%20(1994),Comedy,1994-01-01T00:00:00
794,It Could Happen to You (1994),Educational resource: It Could Happen to You (1994),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?It%20Could%20Happen%20to%20You%20(1994),Drama|Romance,1994-01-01T00:00:00
795,Richie Rich (1994),Educational resource: Richie Rich (1994),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Richie%20Rich%20(1994),Children's|Comedy,1994-01-01T00:00:00
796,Speechless (1994),Educational resource: Speechless (1994),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Speechless%20(1994),Comedy|Romance,1994-01-01T00:00:00
797,Timecop (1994),Educational resource: Timecop (1994),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Timecop%20(1994),Action|Sci-Fi,1994-01-01T00:00:00
798,Bad Company (1995),Educational resource: Bad Company (1995),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Bad%20Company%20(1995),Action,1995-01-01T00:00:00
799,Boys Life (1995),Educational resource: Boys Life (1995),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Boys%20Life%20(1995),Drama,1995-01-01T00:00:00
800,In the Mouth of Madness (1995),Educational resource: In the Mouth of Madness (1995),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?In%20the%20Mouth%20of%20Madness%20(1995),Horror|Thriller,1995-01-01T00:00:00
801,"Air Up There, The (1994)","Educational resource: Air Up There, The (1994)",Literature,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Air%20Up%20There,%20The%20(1994)",Comedy,1994-01-01T00:00:00
802,Hard Target (1993),Educational resource: Hard Target (1993),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Hard%20Target%20(1993),Action|Adventure|Crime|Thriller,1993-01-01T00:00:00
803,Heaven & Earth (1993),Educational resource: Heaven & Earth (1993),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Heaven%20&%20Earth%20(1993),Action|Drama|War,1993-01-01T00:00:00
804,Jimmy Hollywood (1994),Educational resource: Jimmy Hollywood (1994),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Jimmy%20Hollywood%20(1994),Comedy,1994-01-01T00:00:00
805,Manhattan Murder Mystery (1993),Educational resource: Manhattan Murder Mystery (1993),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Manhattan%20Murder%20Mystery%20(1993),Comedy|Mystery,1993-01-01T00:00:00
806,Menace II Society (1993),Educational resource: Menace II Society (1993),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Menace%20II%20Society%20(1993),Action|Crime|Drama,1993-01-01T00:00:00
807,Poetic Justice (1993),Educational resource: Poetic Justice (1993),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Poetic%20Justice%20(1993),Drama,1993-01-01T00:00:00
808,"Program, The (1993)","Educational resource: Program, The (1993)",General,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Program,%20The%20(1993)",Action|Drama,1993-01-01T00:00:00
809,Rising Sun (1993),Educational resource: Rising Sun (1993),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Rising%20Sun%20(1993),Action|Drama|Mystery,1993-01-01T00:00:00
810,"Shadow, The (1994)","Educational resource: Shadow, The (1994)",General,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Shadow,%20The%20(1994)",Action,1994-01-01T00:00:00
811,Thirty-Two Short Films About Glenn Gould (1993),Educational resource: Thirty-Two Short Films About Glenn Gould (1993),History,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Thirty-Two%20Short%20Films%20About%20Glenn%20Gould%20(1993),Documentary,1993-01-01T00:00:00
812,Andre (1994),Educational resource: Andre (1994),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Andre%20(1994),Adventure|Children's,1994-01-01T00:00:00
813,"Celluloid Closet, The (1995)","Educational resource: Celluloid Closet, The (1995)",History,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Celluloid%20Closet,%20The%20(1995)",Documentary,1996-01-01T00:00:00
814,"Great Day in Harlem, A (1994)","Educational resource: Great Day in Harlem, A (1994)",History,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Great%20Day%20in%20Harlem,%20A%20(1994)",Documentary,1994-01-01T00:00:00
815,One Fine Day (1996),Educational resource: One Fine Day (1996),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?One%20Fine%20Day%20(1996),Drama|Romance,1996-01-01T00:00:00
816,Candyman: Farewell to the Flesh (1995),Educational resource: Candyman: Farewell to the Flesh (1995),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Candyman:%20Farewell%20to%20the%20Flesh%20(1995),Horror,1995-01-01T00:00:00
817,Frisk (1995),Educational resource: Frisk (1995),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Frisk%20(1995),Drama,1996-01-01T00:00:00
818,Girl 6 (1996),Educational resource: Girl 6 (1996),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Girl%206%20(1996),Comedy,1996-01-01T00:00:00
819,Eddie (1996),Educational resource: Eddie (1996),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Eddie%20(1996),Comedy,1996-01-01T00:00:00
820,Space Jam (1996),Educational resource: Space Jam (1996),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Space%20Jam%20(1996),Adventure|Animation|Children's|Comedy|Fantasy,1996-01-01T00:00:00
821,Mrs. Winterbourne (1996),Educational resource: Mrs. Winterbourne (1996),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Mrs.%20Winterbourne%20(1996),Comedy|Romance,1996-01-01T00:00:00
822,Faces (1968),Educational resource: Faces (1968),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Faces%20(1968),Drama,1968-01-01T00:00:00
823,Mulholland Falls (1996),Educational resource: Mulholland Falls (1996),History,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Mulholland%20Falls%20(1996),Crime|Film-Noir|Thriller,1996-01-01T00:00:00
824,"Great White Hype, The (1996)","Educational resource: Great White Hype, The (1996)",Literature,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Great%20White%20Hype,%20The%20(1996)",Comedy,1996-01-01T00:00:00
825,"Arrival, The (1996)","Educational resource: Arrival, The (1996)",General,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Arrival,%20The%20(1996)",Action|Sci-Fi|Thriller,1996-01-01T00:00:00
826,"Phantom, The (1996)","Educational resource: Phantom, The (1996)",General,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Phantom,%20The%20(1996)",Adventure,1996-01-01T00:00:00
827,Daylight (1996),Educational resource: Daylight (1996),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Daylight%20(1996),Action|Adventure|Thriller,1996-01-01T00:00:00
828,Alaska (1996),Educational resource: Alaska (1996),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Alaska%20(1996),Adventure|Children's,1996-01-01T00:00:00
829,Fled (1996),Educational resource: Fled (1996),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Fled%20(1996),Action|Adventure,1996-01-01T00:00:00
830,Power 98 (1995),Educational resource: Power 98 (1995),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Power%2098%20(1995),Action|Mystery|Thriller,1996-01-01T00:00:00
831,Escape from L.A. (1996),Educational resource: Escape from L.A. (1996),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Escape%20from%20L.A.%20(1996),Action|Adventure|Sci-Fi|Thriller,1996-01-01T00:00:00
832,Bogus (1996),Educational resource: Bogus (1996),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Bogus%20(1996),Children's|Drama|Fantasy,1996-01-01T00:00:00
833,Bulletproof (1996),Educational resource: Bulletproof (1996),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Bulletproof%20(1996),Action,1996-01-01T00:00:00
834,Halloween: The Curse of Michael Myers (1995),Educational resource: Halloween: The Curse of Michael Myers (1995),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Halloween:%20The%20Curse%20of%20Michael%20Myers%20(1995),Horror|Thriller,1995-01-01T00:00:00
835,"Gay Divorcee, The (1934)","Educational resource: Gay Divorcee, The (1934)",Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Gay%20Divorcee%2C%20The%20%281934%29,Comedy|Musical|Romance,1934-01-01T00:00:00
836,Ninotchka (1939),Educational resource: Ninotchka (1939),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Ninotchka%20(1939),Comedy|Romance,1939-01-01T00:00:00
837,Meet John Doe (1941),Educational resource: Meet John Doe (1941),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Meet%20John%20Doe%20(1941),Drama,1941-01-01T00:00:00
838,In the Line of Duty 2 (1987),Educational resource: In the Line of Duty 2 (1987),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?In%20the%20Line%20of%20Duty%202%20(1987),Action,1996-01-01T00:00:00
839,Loch Ness (1995),Educational resource: Loch Ness (1995),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Loch%20Ness%20(1995),Horror|Thriller,1995-01-01T00:00:00
840,Last Man Standing (1996),Educational resource: Last Man Standing (1996),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Last%20Man%20Standing%20(1996/I),Action|Drama|Western,1996-01-01T00:00:00
841,"Glimmer Man, The (1996)","Educational resource: Glimmer Man, The (1996)",General,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Glimmer%20Man,%20The%20(1996)",Action|Thriller,1996-01-01T00:00:00
842,Pollyanna (1960),Educational resource: Pollyanna (1960),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Pollyanna%20(1960),Children's|Comedy|Drama,1960-01-01T00:00:00
843,"Shaggy Dog, The (1959)","Educational resource: Shaggy Dog, The (1959)",General,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Shaggy%20Dog,%20The%20(1959)",Children's|Comedy,1959-01-01T00:00:00
844,Freeway (1996),Educational resource: Freeway (1996),History,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Freeway%20(1996),Crime,1996-01-01T00:00:00
845,That Thing You Do! (1996),Educational resource: That Thing You Do! (1996),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?That%20Thing%20You%20Do!%20(1996),Comedy,1996-01-01T00:00:00
846,To Gillian on Her 37th Birthday (1996),Educational resource: To Gillian on Her 37th Birthday (1996),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?To%20Gillian%20on%20Her%2037th%20Birthday%20(1996),Drama|Romance,1996-01-01T00:00:00
847,Looking for Richard (1996),Educational resource: Looking for Richard (1996),History,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Looking%20for%20Richard%20(1996),Documentary|Drama,1996-01-01T00:00:00
848,"Murder, My Sweet (1944)","Educational resource: Murder, My Sweet (1944)",Literature,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Murder,%20My%20Sweet%20(1944)",Film-Noir|Thriller,1944-01-01T00:00:00
849,Days of Thunder (1990),Educational resource: Days of Thunder (1990),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Days%20of%20Thunder%20(1990),Action|Romance,1990-01-01T00:00:00
850,"Perfect Candidate, A (1996)","Educational resource: Perfect Candidate, A (1996)",History,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Perfect%20Candidate,%20A%20(1996)",Documentary,1996-01-01T00:00:00
851,Two or Three Things I Know About Her (1966),Educational resource: Two or Three Things I Know About Her (1966),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Deux%20ou%20trois%20choses%20que%20je%20sais%20d'elle%20(1966),Drama,1966-01-01T00:00:00
852,"Bloody Child, The (1996)","Educational resource: Bloody Child, The (1996)",Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Bloody%20Child%2C%20The%20%281996%29,Drama|Thriller,1996-01-01T00:00:00
853,Braindead (1992),Educational resource: Braindead (1992),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Braindead%20(1992),Comedy|Horror,1992-01-01T00:00:00
854,Bad Taste (1987),Educational resource: Bad Taste (1987),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Bad%20Taste%20(1987),Comedy|Horror,1987-01-01T00:00:00
855,Diva (1981),Educational resource: Diva (1981),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Diva%20(1981),Action|Drama|Mystery|Romance|Thriller,1981-01-01T00:00:00
856,Night on Earth (1991),Educational resource: Night on Earth (1991),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Night%20on%20Earth%20(1991),Comedy|Drama,1991-01-01T00:00:00
857,Paris Was a Woman (1995),Educational resource: Paris Was a Woman (1995),History,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Paris%20Was%20a%20Woman%20(1995),Documentary,1996-01-01T00:00:00
858,Amityville: Dollhouse (1996),Educational resource: Amityville: Dollhouse (1996),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Amityville:%20Dollhouse%20(1996),Horror,1996-01-01T00:00:00
859,April Fool's Day (1986),Educational resource: April Fool's Day (1986),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?April%20Fool's%20Day%20(1986),Comedy|Horror,1986-01-01T00:00:00
860,"Believers, The (1987)","Educational resource: Believers, The (1987)",Literature,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Believers,%20The%20(1987)",Horror|Thriller,1987-01-01T00:00:00
861,Nosferatu a Venezia (1986),Educational resource: Nosferatu a Venezia (1986),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Nosferatu%20a%20Venezia%20(1986),Horror,1986-01-01T00:00:00
862,Jingle All the Way (1996),Educational resource: Jingle All the Way (1996),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Jingle%20All%20the%20Way%20(1996),Adventure|Children's|Comedy,1996-01-01T00:00:00
